From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
P47736	P47736	reviewed	RPGP1_HUMAN	Rap1 GTPase-activating protein 1 (Rap1GAP) (Rap1GAP1)	RAP1GAP KIAA0474 RAP1GA1	Homo sapiens (Human)	663
O95155	O95155	reviewed	UBE4B_HUMAN	Ubiquitin conjugation factor E4 B (EC 2.3.2.27) (Homozygously deleted in neuroblastoma 1) (RING-type E3 ubiquitin transferase E4 B) (Ubiquitin fusion degradation protein 2)	UBE4B HDNB1 KIAA0684 UFD2	Homo sapiens (Human)	1302
Q16537	Q16537	reviewed	2A5E_HUMAN	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform (PP2A B subunit isoform B'-epsilon) (PP2A B subunit isoform B56-epsilon) (PP2A B subunit isoform PR61-epsilon) (PP2A B subunit isoform R5-epsilon)	PPP2R5E	Homo sapiens (Human)	467
Q9NU19	Q9NU19	reviewed	TB22B_HUMAN	TBC1 domain family member 22B	TBC1D22B C6orf197	Homo sapiens (Human)	505
Q9BQD3	Q9BQD3	reviewed	KXDL1_HUMAN	KxDL motif-containing protein 1	KXD1 C19orf50	Homo sapiens (Human)	176
P56749	P56749	reviewed	CLD12_HUMAN	Claudin-12	CLDN12	Homo sapiens (Human)	244
Q9NTZ6	Q9NTZ6	reviewed	RBM12_HUMAN	RNA-binding protein 12 (RNA-binding motif protein 12) (SH3/WW domain anchor protein in the nucleus) (SWAN)	RBM12 KIAA0765 HRIHFB2091	Homo sapiens (Human)	932
Q8N3Y1	Q8N3Y1	reviewed	FBXW8_HUMAN	F-box/WD repeat-containing protein 8 (F-box and WD-40 domain-containing protein 8) (F-box only protein 29)	FBXW8 FBW6 FBW8 FBX29 FBXO29 FBXW6	Homo sapiens (Human)	598
Q9NVW2	Q9NVW2	reviewed	RNF12_HUMAN	E3 ubiquitin-protein ligase RLIM (EC 2.3.2.27) (LIM domain-interacting RING finger protein) (RING finger LIM domain-binding protein) (R-LIM) (RING finger protein 12) (RING-type E3 ubiquitin transferase RLIM) (Renal carcinoma antigen NY-REN-43)	RLIM RNF12	Homo sapiens (Human)	624
Q6ZUS6	Q6ZUS6	reviewed	CC149_HUMAN	Coiled-coil domain-containing protein 149	CCDC149	Homo sapiens (Human)	474
Q9NXX6	Q9NXX6	reviewed	NSE4A_HUMAN	Non-structural maintenance of chromosomes element 4 homolog A (NS4EA) (Non-SMC element 4 homolog A)	NSMCE4A C10orf86 PP4762	Homo sapiens (Human)	385
Q8IWX8	Q8IWX8	reviewed	CHERP_HUMAN	Calcium homeostasis endoplasmic reticulum protein (ERPROT 213-21) (SR-related CTD-associated factor 6)	CHERP DAN26 SCAF6	Homo sapiens (Human)	916
Q9NWB6	Q9NWB6	reviewed	ARGL1_HUMAN	Arginine and glutamate-rich protein 1	ARGLU1	Homo sapiens (Human)	273
Q9UN36	Q9UN36	reviewed	NDRG2_HUMAN	Protein NDRG2 (N-myc downstream-regulated gene 2 protein) (Protein Syld709613)	NDRG2 KIAA1248 SYLD	Homo sapiens (Human)	371
Q9UGV2	Q9UGV2	reviewed	NDRG3_HUMAN	Protein NDRG3 (N-myc downstream-regulated gene 3 protein)	NDRG3	Homo sapiens (Human)	375
Q9UIW2	Q9UIW2	reviewed	PLXA1_HUMAN	Plexin-A1 (Semaphorin receptor NOV)	PLXNA1 NOV PLXN1	Homo sapiens (Human)	1896
P35221	P35221	reviewed	CTNA1_HUMAN	Catenin alpha-1 (Alpha E-catenin) (Cadherin-associated protein) (Renal carcinoma antigen NY-REN-13)	CTNNA1	Homo sapiens (Human)	906
P61764	P61764	reviewed	STXB1_HUMAN	Syntaxin-binding protein 1 (MUNC18-1) (N-Sec1) (Protein unc-18 homolog 1) (Unc18-1) (Protein unc-18 homolog A) (Unc-18A) (p67)	STXBP1 UNC18A	Homo sapiens (Human)	594
Q7Z5R6	Q7Z5R6	reviewed	AB1IP_HUMAN	Amyloid beta A4 precursor protein-binding family B member 1-interacting protein (APBB1-interacting protein 1) (Proline-rich EVH1 ligand 1) (PREL-1) (Proline-rich protein 73) (Rap1-GTP-interacting adapter molecule) (RIAM) (Retinoic acid-responsive proline-rich protein 1) (RARP-1)	APBB1IP PREL1 RARP1 RIAM	Homo sapiens (Human)	666
Q14767	Q14767	reviewed	LTBP2_HUMAN	Latent-transforming growth factor beta-binding protein 2 (LTBP-2)	LTBP2 C14orf141 LTBP3	Homo sapiens (Human)	1821
O95429	O95429	reviewed	BAG4_HUMAN	BAG family molecular chaperone regulator 4 (BAG-4) (Bcl-2-associated athanogene 4) (Silencer of death domains)	BAG4 SODD	Homo sapiens (Human)	457
Q8WWY3	Q8WWY3	reviewed	PRP31_HUMAN	U4/U6 small nuclear ribonucleoprotein Prp31 (Pre-mRNA-processing factor 31) (Serologically defined breast cancer antigen NY-BR-99) (U4/U6 snRNP 61 kDa protein) (Protein 61K) (hPrp31)	PRPF31 PRP31	Homo sapiens (Human)	499
Q6NV75	Q6NV75	reviewed	GP153_HUMAN	Probable G-protein coupled receptor 153 (G-protein coupled receptor PGR1)	GPR153 PGR1	Homo sapiens (Human)	609
Q86VQ0	Q86VQ0	reviewed	LCA5_HUMAN	Lebercilin (Leber congenital amaurosis 5 protein)	LCA5 C6orf152	Homo sapiens (Human)	697
Q9BY77	Q9BY77	reviewed	PDIP3_HUMAN	Polymerase delta-interacting protein 3 (46 kDa DNA polymerase delta interaction protein) (p46) (S6K1 Aly/REF-like target) (SKAR)	POLDIP3 KIAA1649 PDIP46	Homo sapiens (Human)	421
Q8TBC5	Q8TBC5	reviewed	ZSC18_HUMAN	Zinc finger and SCAN domain-containing protein 18 (Zinc finger protein 447)	ZSCAN18 ZNF447	Homo sapiens (Human)	510
Q14166	Q14166	reviewed	TTL12_HUMAN	Tubulin--tyrosine ligase-like protein 12 (Inactive tubulin--tyrosine ligase-like protein 12)	TTLL12 KIAA0153	Homo sapiens (Human)	644
O75131	O75131	reviewed	CPNE3_HUMAN	Copine-3 (Copine III)	CPNE3 CPN3 KIAA0636	Homo sapiens (Human)	537
Q14789	Q14789	reviewed	GOGB1_HUMAN	Golgin subfamily B member 1 (372 kDa Golgi complex-associated protein) (GCP372) (Giantin) (Macrogolgin)	GOLGB1	Homo sapiens (Human)	3259
Q9NPH3	Q9NPH3	reviewed	IL1AP_HUMAN	Interleukin-1 receptor accessory protein (IL-1 receptor accessory protein) (IL-1RAcP) (EC 3.2.2.6) (Interleukin-1 receptor 3) (IL-1R-3) (IL-1R3)	IL1RAP C3orf13 IL1R3	Homo sapiens (Human)	570
Q7LG56	Q7LG56	reviewed	RIR2B_HUMAN	Ribonucleoside-diphosphate reductase subunit M2 B (EC 1.17.4.1) (TP53-inducible ribonucleotide reductase M2 B) (p53-inducible ribonucleotide reductase small subunit 2-like protein) (p53R2)	RRM2B P53R2	Homo sapiens (Human)	351
Q9BTU6	Q9BTU6	reviewed	P4K2A_HUMAN	Phosphatidylinositol 4-kinase type 2-alpha (EC 2.7.1.67) (Phosphatidylinositol 4-kinase type II-alpha)	PI4K2A	Homo sapiens (Human)	479
Q01850	Q01850	reviewed	CDR2_HUMAN	Cerebellar degeneration-related protein 2 (Major Yo paraneoplastic antigen) (Paraneoplastic cerebellar degeneration-associated antigen)	CDR2 PCD17	Homo sapiens (Human)	454
Q5T8I3	Q5T8I3	reviewed	F102B_HUMAN	Protein FAM102B	FAM102B	Homo sapiens (Human)	360
Q5T9C2	Q5T9C2	reviewed	F102A_HUMAN	Protein FAM102A (Early estrogen-induced gene 1 protein)	FAM102A C9orf132 EEIG1	Homo sapiens (Human)	384
Q9ULV0	Q9ULV0	reviewed	MYO5B_HUMAN	Unconventional myosin-Vb	MYO5B KIAA1119	Homo sapiens (Human)	1848
Q8N5Y2	Q8N5Y2	reviewed	MS3L1_HUMAN	Male-specific lethal 3 homolog (Male-specific lethal-3 homolog 1) (Male-specific lethal-3 protein-like 1) (MSL3-like 1)	MSL3 MSL3L1	Homo sapiens (Human)	521
Q7Z3E2	Q7Z3E2	reviewed	CC186_HUMAN	Coiled-coil domain-containing protein 186 (CTCL tumor antigen HD-CL-01/L14-2)	CCDC186 C10orf118	Homo sapiens (Human)	898
Q9UBG0	Q9UBG0	reviewed	MRC2_HUMAN	C-type mannose receptor 2 (C-type lectin domain family 13 member E) (Endocytic receptor 180) (Macrophage mannose receptor 2) (Urokinase-type plasminogen activator receptor-associated protein) (UPAR-associated protein) (Urokinase receptor-associated protein) (CD antigen CD280)	MRC2 CLEC13E ENDO180 KIAA0709 UPARAP	Homo sapiens (Human)	1479
Q86WP2	Q86WP2	reviewed	GPBP1_HUMAN	Vasculin (GC-rich promoter-binding protein 1) (Vascular wall-linked protein)	GPBP1 GPBP SSH6	Homo sapiens (Human)	473
P46019	P46019	reviewed	KPB2_HUMAN	Phosphorylase b kinase regulatory subunit alpha, liver isoform (Phosphorylase kinase alpha L subunit)	PHKA2 PHKLA PYK	Homo sapiens (Human)	1235
Q9NX94	Q9NX94	reviewed	WBP1L_HUMAN	WW domain binding protein 1-like (Outcome predictor in acute leukemia 1)	WBP1L C10orf26 OPA1L	Homo sapiens (Human)	342
O14713	O14713	reviewed	ITBP1_HUMAN	Integrin beta-1-binding protein 1 (Integrin cytoplasmic domain-associated protein 1) (ICAP-1)	ITGB1BP1 ICAP1	Homo sapiens (Human)	200
Q9BZ67	Q9BZ67	reviewed	FRMD8_HUMAN	FERM domain-containing protein 8 (Band4.1 inhibitor LRP interactor) (Bili) (iRhom tail-associated protein) (iTAP)	FRMD8 FKSG44	Homo sapiens (Human)	464
Q8N6U8	Q8N6U8	reviewed	GP161_HUMAN	G-protein coupled receptor 161 (G-protein coupled receptor RE2)	GPR161	Homo sapiens (Human)	529
P35606	P35606	reviewed	COPB2_HUMAN	Coatomer subunit beta' (Beta'-coat protein) (Beta'-COP) (p102)	COPB2	Homo sapiens (Human)	906
Q92629	Q92629	reviewed	SGCD_HUMAN	Delta-sarcoglycan (Delta-SG) (35 kDa dystrophin-associated glycoprotein) (35DAG)	SGCD	Homo sapiens (Human)	289
Q9UGI8	Q9UGI8	reviewed	TES_HUMAN	Testin (TESS)	TES	Homo sapiens (Human)	421
Q9UHB6	Q9UHB6	reviewed	LIMA1_HUMAN	LIM domain and actin-binding protein 1 (Epithelial protein lost in neoplasm)	LIMA1 EPLIN SREBP3 PP624	Homo sapiens (Human)	759
Q13683	Q13683	reviewed	ITA7_HUMAN	Integrin alpha-7 [Cleaved into: Integrin alpha-7 heavy chain; Integrin alpha-7 light chain; Integrin alpha-7 70 kDa form]	ITGA7 UNQ406/PRO768	Homo sapiens (Human)	1181
Q9NW07	Q9NW07	reviewed	ZN358_HUMAN	Zinc finger protein 358	ZNF358	Homo sapiens (Human)	568
O14874	O14874	reviewed	BCKD_HUMAN	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial (EC 2.7.11.4) (Branched-chain alpha-ketoacid dehydrogenase kinase) (BCKD-kinase) (BCKDHKIN)	BCKDK	Homo sapiens (Human)	412
Q99607	Q99607	reviewed	ELF4_HUMAN	ETS-related transcription factor Elf-4 (E74-like factor 4) (Myeloid Elf-1-like factor)	ELF4 ELFR MEF	Homo sapiens (Human)	663
Q9UBF9	Q9UBF9	reviewed	MYOTI_HUMAN	Myotilin (57 kDa cytoskeletal protein) (Myofibrillar titin-like Ig domains protein) (Titin immunoglobulin domain protein)	MYOT TTID	Homo sapiens (Human)	498
P04150	P04150	reviewed	GCR_HUMAN	Glucocorticoid receptor (GR) (Nuclear receptor subfamily 3 group C member 1)	NR3C1 GRL	Homo sapiens (Human)	777
Q9H813	Q9H813	reviewed	PACC1_HUMAN	Proton-activated chloride channel (PAC) (hPAC) (Acid-sensitive outwardly-rectifying anion channel) (ASOR) (Proton-activated outwardly rectifying anion channel) (PAORAC) (Transmembrane protein 206) (hTMEM206)	PACC1 C1orf75 TMEM206	Homo sapiens (Human)	350
Q13315	Q13315	reviewed	ATM_HUMAN	Serine-protein kinase ATM (EC 2.7.11.1) (Ataxia telangiectasia mutated) (A-T mutated)	ATM	Homo sapiens (Human)	3056
Q06455	Q06455	reviewed	MTG8_HUMAN	Protein CBFA2T1 (Cyclin-D-related protein) (Eight twenty one protein) (Protein ETO) (Protein MTG8) (Zinc finger MYND domain-containing protein 2)	RUNX1T1 AML1T1 CBFA2T1 CDR ETO MTG8 ZMYND2	Homo sapiens (Human)	604
P49759	P49759	reviewed	CLK1_HUMAN	Dual specificity protein kinase CLK1 (EC 2.7.12.1) (CDC-like kinase 1)	CLK1 CLK	Homo sapiens (Human)	484
Q7L9B9	Q7L9B9	reviewed	EEPD1_HUMAN	Endonuclease/exonuclease/phosphatase family domain-containing protein 1	EEPD1 KIAA1706	Homo sapiens (Human)	569
P02545	P02545	reviewed	LMNA_HUMAN	Prelamin-A/C [Cleaved into: Lamin-A/C (70 kDa lamin) (Renal carcinoma antigen NY-REN-32)]	LMNA LMN1	Homo sapiens (Human)	664
P12883	P12883	reviewed	MYH7_HUMAN	Myosin-7 (Myosin heavy chain 7) (Myosin heavy chain slow isoform) (MyHC-slow) (Myosin heavy chain, cardiac muscle beta isoform) (MyHC-beta)	MYH7 MYHCB	Homo sapiens (Human)	1935
Q8N1W1	Q8N1W1	reviewed	ARG28_HUMAN	Rho guanine nucleotide exchange factor 28 (190 kDa guanine nucleotide exchange factor) (p190-RhoGEF) (p190RhoGEF) (Rho guanine nucleotide exchange factor)	ARHGEF28 KIAA1998 RGNEF	Homo sapiens (Human)	1705
Q92681	Q92681	reviewed	RSCA1_HUMAN	Regulatory solute carrier protein family 1 member 1 (Transporter regulator RS1) (hRS1)	RSC1A1	Homo sapiens (Human)	617
Q92621	Q92621	reviewed	NU205_HUMAN	Nuclear pore complex protein Nup205 (205 kDa nucleoporin) (Nucleoporin Nup205)	NUP205 C7orf14 KIAA0225	Homo sapiens (Human)	2012
Q9HB20	Q9HB20	reviewed	PKHA3_HUMAN	Pleckstrin homology domain-containing family A member 3 (PH domain-containing family A member 3) (Phosphatidylinositol-four-phosphate adapter protein 1) (FAPP-1) (Phosphoinositol 4-phosphate adapter protein 1)	PLEKHA3 FAPP1	Homo sapiens (Human)	300
Q86UW7	Q86UW7	reviewed	CAPS2_HUMAN	Calcium-dependent secretion activator 2 (Calcium-dependent activator protein for secretion 2) (CAPS-2)	CADPS2 CAPS2 KIAA1591	Homo sapiens (Human)	1296
Q676U5	Q676U5	reviewed	A16L1_HUMAN	Autophagy-related protein 16-1 (APG16-like 1)	ATG16L1 APG16L UNQ9393/PRO34307	Homo sapiens (Human)	607
Q8N122	Q8N122	reviewed	RPTOR_HUMAN	Regulatory-associated protein of mTOR (Raptor) (p150 target of rapamycin (TOR)-scaffold protein)	RPTOR KIAA1303 RAPTOR	Homo sapiens (Human)	1335
Q9Y2G3	Q9Y2G3	reviewed	AT11B_HUMAN	Phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B)	ATP11B ATPIF ATPIR KIAA0956	Homo sapiens (Human)	1177
C9J069	C9J069	reviewed	AJM1_HUMAN	Apical junction component 1 homolog	AJM1 C9orf172	Homo sapiens (Human)	976
P07738	P07738	reviewed	PMGE_HUMAN	Bisphosphoglycerate mutase (BPGM) (EC 5.4.2.4) (2,3-bisphosphoglycerate mutase, erythrocyte) (2,3-bisphosphoglycerate synthase) (EC 5.4.2.11) (2,3-diphosphoglycerate mutase) (DPGM) (BPG-dependent PGAM)	BPGM	Homo sapiens (Human)	259
Q6NT76	Q6NT76	reviewed	HMBX1_HUMAN	Homeobox-containing protein 1 (Homeobox telomere-binding protein 1) (Telomere-associated homeobox-containing protein 1)	HMBOX1 HOT1 TAH1	Homo sapiens (Human)	420
Q9C0D7	Q9C0D7	reviewed	ZC12C_HUMAN	Probable ribonuclease ZC3H12C (EC 3.1.-.-) (MCP-induced protein 3) (Zinc finger CCCH domain-containing protein 12C)	ZC3H12C KIAA1726 MCPIP3	Homo sapiens (Human)	883
Q9BZE4	Q9BZE4	reviewed	GTPB4_HUMAN	GTP-binding protein 4 (Chronic renal failure gene protein) (GTP-binding protein NGB) (Nucleolar GTP-binding protein 1)	GTPBP4 CRFG NOG1	Homo sapiens (Human)	634
P45973	P45973	reviewed	CBX5_HUMAN	Chromobox protein homolog 5 (Antigen p25) (Heterochromatin protein 1 homolog alpha) (HP1 alpha)	CBX5 HP1A	Homo sapiens (Human)	191
Q9NZH0	Q9NZH0	reviewed	GPC5B_HUMAN	G-protein coupled receptor family C group 5 member B (A-69G12.1) (Retinoic acid-induced gene 2 protein) (RAIG-2)	GPRC5B RAIG2	Homo sapiens (Human)	403
Q9UBS8	Q9UBS8	reviewed	RNF14_HUMAN	E3 ubiquitin-protein ligase RNF14 (EC 2.3.2.31) (Androgen receptor-associated protein 54) (HFB30) (RING finger protein 14) (Triad2 protein)	RNF14 ARA54 HRIHFB2038	Homo sapiens (Human)	474
Q9UL54	Q9UL54	reviewed	TAOK2_HUMAN	Serine/threonine-protein kinase TAO2 (EC 2.7.11.1) (Kinase from chicken homolog C) (hKFC-C) (Prostate-derived sterile 20-like kinase 1) (PSK-1) (PSK1) (Prostate-derived STE20-like kinase 1) (Thousand and one amino acid protein kinase 2)	TAOK2 KIAA0881 MAP3K17 PSK PSK1 UNQ2971/PRO7431	Homo sapiens (Human)	1235
Q9BZF3	Q9BZF3	reviewed	OSBL6_HUMAN	Oxysterol-binding protein-related protein 6 (ORP-6) (OSBP-related protein 6)	OSBPL6 ORP6	Homo sapiens (Human)	934
Q92804	Q92804	reviewed	RBP56_HUMAN	TATA-binding protein-associated factor 2N (68 kDa TATA-binding protein-associated factor) (TAF(II)68) (TAFII68) (RNA-binding protein 56)	TAF15 RBP56 TAF2N	Homo sapiens (Human)	592
Q7Z3U7	Q7Z3U7	reviewed	MON2_HUMAN	Protein MON2 homolog (Protein SF21)	MON2 KIAA1040 SF21	Homo sapiens (Human)	1717
Q8WYK2	Q8WYK2	reviewed	JDP2_HUMAN	Jun dimerization protein 2	JDP2	Homo sapiens (Human)	163
O43251	O43251	reviewed	RFOX2_HUMAN	RNA binding protein fox-1 homolog 2 (Fox-1 homolog B) (Hexaribonucleotide-binding protein 2) (RNA-binding motif protein 9) (RNA-binding protein 9) (Repressor of tamoxifen transcriptional activity)	RBFOX2 FOX2 HRNBP2 RBM9 RTA	Homo sapiens (Human)	390
P15173	P15173	reviewed	MYOG_HUMAN	Myogenin (Class C basic helix-loop-helix protein 3) (bHLHc3) (Myogenic factor 4) (Myf-4)	MYOG BHLHC3 MYF4	Homo sapiens (Human)	224
Q3KP44	Q3KP44	reviewed	ANR55_HUMAN	Ankyrin repeat domain-containing protein 55	ANKRD55	Homo sapiens (Human)	614
Q5T0B9	Q5T0B9	reviewed	ZN362_HUMAN	Zinc finger protein 362	ZNF362 PP6997	Homo sapiens (Human)	420
Q8IZR5	Q8IZR5	reviewed	CKLF4_HUMAN	CKLF-like MARVEL transmembrane domain-containing protein 4 (Chemokine-like factor superfamily member 4)	CMTM4 CKLFSF4	Homo sapiens (Human)	234
Q3MHD2	Q3MHD2	reviewed	LSM12_HUMAN	Protein LSM12	LSM12	Homo sapiens (Human)	195
Q9HA47	Q9HA47	reviewed	UCK1_HUMAN	Uridine-cytidine kinase 1 (UCK 1) (EC 2.7.1.48) (Cytidine monophosphokinase 1) (Uridine monophosphokinase 1)	UCK1 URK1	Homo sapiens (Human)	277
Q12874	Q12874	reviewed	SF3A3_HUMAN	Splicing factor 3A subunit 3 (SF3a60) (Spliceosome-associated protein 61) (SAP 61)	SF3A3 SAP61	Homo sapiens (Human)	501
Q14135	Q14135	reviewed	VGLL4_HUMAN	Transcription cofactor vestigial-like protein 4 (Vgl-4)	VGLL4 KIAA0121	Homo sapiens (Human)	290
Q8IWY9	Q8IWY9	reviewed	CDAN1_HUMAN	Codanin-1	CDAN1 UNQ664/PRO1295	Homo sapiens (Human)	1227
O75907	O75907	reviewed	DGAT1_HUMAN	Diacylglycerol O-acyltransferase 1 (EC 2.3.1.20) (ACAT-related gene product 1) (Acyl-CoA retinol O-fatty-acyltransferase) (ARAT) (Retinol O-fatty-acyltransferase) (EC 2.3.1.76) (Diglyceride acyltransferase)	DGAT1 AGRP1 DGAT	Homo sapiens (Human)	488
Q8IVN3	Q8IVN3	reviewed	MSTN1_HUMAN	Musculoskeletal embryonic nuclear protein 1	MUSTN1	Homo sapiens (Human)	82
Q13561	Q13561	reviewed	DCTN2_HUMAN	Dynactin subunit 2 (50 kDa dynein-associated polypeptide) (Dynactin complex 50 kDa subunit) (DCTN-50) (p50 dynamitin)	DCTN2 DCTN50	Homo sapiens (Human)	401
Q05397	Q05397	reviewed	FAK1_HUMAN	Focal adhesion kinase 1 (FADK 1) (EC 2.7.10.2) (Focal adhesion kinase-related nonkinase) (FRNK) (Protein phosphatase 1 regulatory subunit 71) (PPP1R71) (Protein-tyrosine kinase 2) (p125FAK) (pp125FAK)	PTK2 FAK FAK1	Homo sapiens (Human)	1052
P31751	P31751	reviewed	AKT2_HUMAN	RAC-beta serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase Akt-2) (Protein kinase B beta) (PKB beta) (RAC-PK-beta)	AKT2	Homo sapiens (Human)	481
P45985	P45985	reviewed	MP2K4_HUMAN	Dual specificity mitogen-activated protein kinase kinase 4 (MAP kinase kinase 4) (MAPKK 4) (EC 2.7.12.2) (JNK-activating kinase 1) (MAPK/ERK kinase 4) (MEK 4) (SAPK/ERK kinase 1) (SEK1) (Stress-activated protein kinase kinase 1) (SAPK kinase 1) (SAPKK-1) (SAPKK1) (c-Jun N-terminal kinase kinase 1) (JNKK)	MAP2K4 JNKK1 MEK4 MKK4 PRKMK4 SEK1 SERK1 SKK1	Homo sapiens (Human)	399
Q9Y285	Q9Y285	reviewed	SYFA_HUMAN	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (CML33) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	FARSA FARS FARSL FARSLA	Homo sapiens (Human)	508
Q03164	Q03164	reviewed	KMT2A_HUMAN	Histone-lysine N-methyltransferase 2A (Lysine N-methyltransferase 2A) (EC 2.1.1.364) (ALL-1) (CXXC-type zinc finger protein 7) (Cysteine methyltransferase KMT2A) (EC 2.1.1.-) (Myeloid/lymphoid or mixed-lineage leukemia) (Myeloid/lymphoid or mixed-lineage leukemia protein 1) (Trithorax-like protein) (Zinc finger protein HRX) [Cleaved into: MLL cleavage product N320 (N-terminal cleavage product of 320 kDa) (p320); MLL cleavage product C180 (C-terminal cleavage product of 180 kDa) (p180)]	KMT2A ALL1 CXXC7 HRX HTRX MLL MLL1 TRX1	Homo sapiens (Human)	3969
Q9BYV2	Q9BYV2	reviewed	TRI54_HUMAN	Tripartite motif-containing protein 54 (Muscle-specific RING finger protein) (MuRF) (Muscle-specific RING finger protein 3) (MuRF-3) (MuRF3) (RING finger protein 30)	TRIM54 MURF MURF3 RNF30	Homo sapiens (Human)	358
P18858	P18858	reviewed	DNLI1_HUMAN	DNA ligase 1 (EC 6.5.1.1) (DNA ligase I) (Polydeoxyribonucleotide synthase [ATP] 1)	LIG1	Homo sapiens (Human)	919
Q8IY95	Q8IY95	reviewed	TM192_HUMAN	Transmembrane protein 192	TMEM192	Homo sapiens (Human)	271
Q7Z698	Q7Z698	reviewed	SPRE2_HUMAN	Sprouty-related, EVH1 domain-containing protein 2 (Spred-2)	SPRED2	Homo sapiens (Human)	418
A6NKF1	A6NKF1	reviewed	SAC31_HUMAN	SAC3 domain-containing protein 1 (SAC3 homology domain-containing protein 1)	SAC3D1 SHD1	Homo sapiens (Human)	404
Q9Y5S1	Q9Y5S1	reviewed	TRPV2_HUMAN	Transient receptor potential cation channel subfamily V member 2 (TrpV2) (Osm-9-like TRP channel 2) (OTRPC2) (Vanilloid receptor-like protein 1) (VRL-1)	TRPV2 VRL	Homo sapiens (Human)	764
Q16828	Q16828	reviewed	DUS6_HUMAN	Dual specificity protein phosphatase 6 (EC 3.1.3.16) (EC 3.1.3.48) (Dual specificity protein phosphatase PYST1) (Mitogen-activated protein kinase phosphatase 3) (MAP kinase phosphatase 3) (MKP-3)	DUSP6 MKP3 PYST1	Homo sapiens (Human)	381
Q9NZ52	Q9NZ52	reviewed	GGA3_HUMAN	ADP-ribosylation factor-binding protein GGA3 (Golgi-localized, gamma ear-containing, ARF-binding protein 3)	GGA3 KIAA0154	Homo sapiens (Human)	723
Q9NRJ4	Q9NRJ4	reviewed	TULP4_HUMAN	Tubby-related protein 4 (Tubby superfamily protein) (Tubby-like protein 4)	TULP4 KIAA1397 TUBL4 TUSP	Homo sapiens (Human)	1543
Q92882	Q92882	reviewed	OSTF1_HUMAN	Osteoclast-stimulating factor 1	OSTF1	Homo sapiens (Human)	214
P40306	P40306	reviewed	PSB10_HUMAN	Proteasome subunit beta type-10 (EC 3.4.25.1) (Low molecular mass protein 10) (Macropain subunit MECl-1) (Multicatalytic endopeptidase complex subunit MECl-1) (Proteasome MECl-1) (Proteasome subunit beta-2i)	PSMB10 LMP10 MECL1	Homo sapiens (Human)	273
Q9H788	Q9H788	reviewed	SH24A_HUMAN	SH2 domain-containing protein 4A (Protein SH(2)A) (Protein phosphatase 1 regulatory subunit 38)	SH2D4A PPP1R38 SH2A	Homo sapiens (Human)	454
Q96A65	Q96A65	reviewed	EXOC4_HUMAN	Exocyst complex component 4 (Exocyst complex component Sec8)	EXOC4 KIAA1699 SEC8 SEC8L1	Homo sapiens (Human)	974
Q6UUV9	Q6UUV9	reviewed	CRTC1_HUMAN	CREB-regulated transcription coactivator 1 (Mucoepidermoid carcinoma translocated protein 1) (Transducer of regulated cAMP response element-binding protein 1) (TORC-1) (Transducer of CREB protein 1)	CRTC1 KIAA0616 MECT1 TORC1 WAMTP1	Homo sapiens (Human)	634
P02751	P02751	reviewed	FINC_HUMAN	Fibronectin (FN) (Cold-insoluble globulin) (CIG) [Cleaved into: Anastellin; Ugl-Y1; Ugl-Y2; Ugl-Y3]	FN1 FN	Homo sapiens (Human)	2477
P07199	P07199	reviewed	CENPB_HUMAN	Major centromere autoantigen B (Centromere protein B) (CENP-B)	CENPB	Homo sapiens (Human)	599
P30825	P30825	reviewed	SL7A1_HUMAN	High affinity cationic amino acid transporter 1 (CAT-1) (CAT1) (Ecotropic retroviral leukemia receptor homolog) (Ecotropic retrovirus receptor homolog) (Solute carrier family 7 member 1) (System Y+ basic amino acid transporter)	SLC7A1 ATRC1 ERR REC1L	Homo sapiens (Human)	629
Q15653	Q15653	reviewed	IKBB_HUMAN	NF-kappa-B inhibitor beta (NF-kappa-BIB) (I-kappa-B-beta) (IkB-B) (IkB-beta) (IkappaBbeta) (Thyroid receptor-interacting protein 9) (TR-interacting protein 9) (TRIP-9)	NFKBIB IKBB TRIP9	Homo sapiens (Human)	356
P26641	P26641	reviewed	EF1G_HUMAN	Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma)	EEF1G EF1G PRO1608	Homo sapiens (Human)	437
Q96T60	Q96T60	reviewed	PNKP_HUMAN	Bifunctional polynucleotide phosphatase/kinase (DNA 5'-kinase/3'-phosphatase) (Polynucleotide kinase-3'-phosphatase) [Includes: Polynucleotide 3'-phosphatase (EC 3.1.3.32) (2'(3')-polynucleotidase); Polynucleotide 5'-hydroxyl-kinase (EC 2.7.1.78)]	PNKP	Homo sapiens (Human)	521
Q5T230	Q5T230	reviewed	UTF1_HUMAN	Undifferentiated embryonic cell transcription factor 1	UTF1	Homo sapiens (Human)	341
